"","hp_ump_name","park","ParkGms","TotalParkRuns","TotalGames","TotalRuns","TotRunsGm","ParkRunsGm","ParkDiff"
"1532","Jim Wolf","WAS11",7,56,173,1502,8.68,8,-0.68
"1533","Joe West","ANA01",9,69,201,1772,8.82,7.67,-1.15
"1534","Joe West","ARL02",8,62,201,1772,8.82,7.75,-1.07
"1535","Joe West","ATL02",7,51,201,1772,8.82,7.29,-1.53
"1536","Joe West","BAL12",8,68,201,1772,8.82,8.5,-0.32
"1537","Joe West","BOS07",4,35,201,1772,8.82,8.75,-0.0700000000000003
"1538","Joe West","CHI11",5,46,201,1772,8.82,9.2,0.379999999999999
"1539","Joe West","CHI12",8,75,201,1772,8.82,9.38,0.56
"1540","Joe West","CIN09",10,83,201,1772,8.82,8.3,-0.52
"1541","Joe West","CLE08",4,37,201,1772,8.82,9.25,0.43
"1542","Joe West","DEN02",5,59,201,1772,8.82,11.8,2.98
"1543","Joe West","DET05",9,94,201,1772,8.82,10.44,1.62
"1544","Joe West","HOU03",8,68,201,1772,8.82,8.5,-0.32
"1545","Joe West","KAN06",8,69,201,1772,8.82,8.62,-0.200000000000001
"1546","Joe West","LOS03",6,55,201,1772,8.82,9.17,0.35
"1547","Joe West","MIA01",1,6,201,1772,8.82,6,-2.82
"1548","Joe West","MIA02",5,42,201,1772,8.82,8.4,-0.42
"1549","Joe West","MIL06",6,51,201,1772,8.82,8.5,-0.32
"1550","Joe West","MIN04",4,34,201,1772,8.82,8.5,-0.32
"1551","Joe West","NYC20",6,59,201,1772,8.82,9.83,1.01
"1552","Joe West","NYC21",6,76,201,1772,8.82,12.67,3.85
"1553","Joe West","OAK01",3,27,201,1772,8.82,9,0.18
"1554","Joe West","PHI13",5,42,201,1772,8.82,8.4,-0.42
"1555","Joe West","PHO01",9,82,201,1772,8.82,9.11,0.289999999999999
"1556","Joe West","PIT08",7,53,201,1772,8.82,7.57,-1.25
"1557","Joe West","SAN02",7,57,201,1772,8.82,8.14,-0.68
"1558","Joe West","SEA03",3,27,201,1772,8.82,9,0.18
"1559","Joe West","SFO03",10,81,201,1772,8.82,8.1,-0.720000000000001
"1560","Joe West","STL10",5,34,201,1772,8.82,6.8,-2.02
"1561","Joe West","STP01",13,108,201,1772,8.82,8.31,-0.51
"1562","Joe West","TOR02",4,54,201,1772,8.82,13.5,4.68
"1563","Joe West","WAS11",8,68,201,1772,8.82,8.5,-0.32
"1564","John Hirschbeck","ANA01",6,40,124,1016,8.19,6.67,-1.52
"1565","John Hirschbeck","ARL02",2,14,124,1016,8.19,7,-1.19
"1566","John Hirschbeck","ATL02",3,22,124,1016,8.19,7.33,-0.859999999999999
"1567","John Hirschbeck","BAL12",6,32,124,1016,8.19,5.33,-2.86
"1568","John Hirschbeck","BOS07",5,60,124,1016,8.19,12,3.81
"1569","John Hirschbeck","CHI11",1,10,124,1016,8.19,10,1.81
"1570","John Hirschbeck","CHI12",5,50,124,1016,8.19,10,1.81
"1571","John Hirschbeck","CIN09",6,60,124,1016,8.19,10,1.81
"1572","John Hirschbeck","CLE08",5,48,124,1016,8.19,9.6,1.41
"1573","John Hirschbeck","DEN02",3,20,124,1016,8.19,6.67,-1.52
"1574","John Hirschbeck","DET05",5,40,124,1016,8.19,8,-0.19
"1575","John Hirschbeck","HOU03",2,15,124,1016,8.19,7.5,-0.69
"1576","John Hirschbeck","KAN06",2,16,124,1016,8.19,8,-0.19
"1577","John Hirschbeck","LOS03",4,26,124,1016,8.19,6.5,-1.69
"1578","John Hirschbeck","MIA01",2,11,124,1016,8.19,5.5,-2.69
"1579","John Hirschbeck","MIA02",2,21,124,1016,8.19,10.5,2.31
"1580","John Hirschbeck","MIL06",6,50,124,1016,8.19,8.33,0.140000000000001
"1581","John Hirschbeck","MIN04",2,8,124,1016,8.19,4,-4.19
"1582","John Hirschbeck","NYC20",8,70,124,1016,8.19,8.75,0.56
"1583","John Hirschbeck","NYC21",6,52,124,1016,8.19,8.67,0.48
"1584","John Hirschbeck","OAK01",4,44,124,1016,8.19,11,2.81
"1585","John Hirschbeck","PHI13",5,34,124,1016,8.19,6.8,-1.39
"1586","John Hirschbeck","PHO01",3,31,124,1016,8.19,10.33,2.14
"1587","John Hirschbeck","PIT08",7,53,124,1016,8.19,7.57,-0.619999999999999
"1588","John Hirschbeck","SAN02",2,19,124,1016,8.19,9.5,1.31
"1589","John Hirschbeck","SEA03",2,13,124,1016,8.19,6.5,-1.69
"1590","John Hirschbeck","SFO03",4,36,124,1016,8.19,9,0.81
"1591","John Hirschbeck","STL10",5,47,124,1016,8.19,9.4,1.21
"1592","John Hirschbeck","STP01",5,33,124,1016,8.19,6.6,-1.59
"1593","John Hirschbeck","TOR02",4,32,124,1016,8.19,8,-0.19
"1594","John Hirschbeck","WAS11",2,9,124,1016,8.19,4.5,-3.69
"1595","John Tumpane","ANA01",4,34,97,821,8.46,8.5,0.0399999999999991
"1596","John Tumpane","ARL02",2,12,97,821,8.46,6,-2.46
"1597","John Tumpane","ATL02",4,56,97,821,8.46,14,5.54
"1598","John Tumpane","BAL12",3,27,97,821,8.46,9,0.539999999999999
"1599","John Tumpane","BOS07",3,34,97,821,8.46,11.33,2.87
"1600","John Tumpane","CHI11",3,20,97,821,8.46,6.67,-1.79
"1601","John Tumpane","CHI12",2,23,97,821,8.46,11.5,3.04
"1602","John Tumpane","CIN09",3,21,97,821,8.46,7,-1.46
"1603","John Tumpane","CLE08",8,87,97,821,8.46,10.88,2.42
"1604","John Tumpane","DEN02",3,39,97,821,8.46,13,4.54
"1605","John Tumpane","DET05",5,30,97,821,8.46,6,-2.46
"1606","John Tumpane","HOU03",3,21,97,821,8.46,7,-1.46
"1607","John Tumpane","KAN06",4,26,97,821,8.46,6.5,-1.96
"1608","John Tumpane","LOS03",2,4,97,821,8.46,2,-6.46
"1609","John Tumpane","MIL06",5,35,97,821,8.46,7,-1.46
"1610","John Tumpane","MIN04",2,25,97,821,8.46,12.5,4.04
"1611","John Tumpane","NYC20",4,25,97,821,8.46,6.25,-2.21
"1612","John Tumpane","NYC21",1,11,97,821,8.46,11,2.54
"1613","John Tumpane","OAK01",4,40,97,821,8.46,10,1.54
"1614","John Tumpane","PHI13",1,15,97,821,8.46,15,6.54
"1615","John Tumpane","PHO01",2,18,97,821,8.46,9,0.539999999999999
"1616","John Tumpane","PIT08",3,38,97,821,8.46,12.67,4.21
"1617","John Tumpane","SAN02",2,15,97,821,8.46,7.5,-0.960000000000001
"1618","John Tumpane","SEA03",3,17,97,821,8.46,5.67,-2.79
"1619","John Tumpane","SFO03",4,30,97,821,8.46,7.5,-0.960000000000001
"1620","John Tumpane","STL10",5,38,97,821,8.46,7.6,-0.860000000000001
"1621","John Tumpane","STP01",4,24,97,821,8.46,6,-2.46
"1622","John Tumpane","TOR02",3,27,97,821,8.46,9,0.539999999999999
"1623","John Tumpane","WAS11",5,29,97,821,8.46,5.8,-2.66
"1624","Jon Byrne","MIN04",1,3,3,23,7.67,3,-4.67
"1625","Jon Byrne","NYC20",1,11,3,23,7.67,11,3.33
"1626","Jon Byrne","WAS11",1,9,3,23,7.67,9,1.33
"1627","Jordan Baker","ANA01",1,15,110,848,7.71,15,7.29
"1628","Jordan Baker","ARL02",3,29,110,848,7.71,9.67,1.96
"1629","Jordan Baker","ATL02",5,42,110,848,7.71,8.4,0.69
"1630","Jordan Baker","BAL12",2,19,110,848,7.71,9.5,1.79
"1631","Jordan Baker","BOS07",4,21,110,848,7.71,5.25,-2.46
"1632","Jordan Baker","CHI11",4,26,110,848,7.71,6.5,-1.21
"1633","Jordan Baker","CHI12",2,6,110,848,7.71,3,-4.71
"1634","Jordan Baker","CIN09",5,40,110,848,7.71,8,0.29
"1635","Jordan Baker","CLE08",5,47,110,848,7.71,9.4,1.69
"1636","Jordan Baker","DEN02",2,28,110,848,7.71,14,6.29
"1637","Jordan Baker","DET05",3,26,110,848,7.71,8.67,0.96
"1638","Jordan Baker","HOU03",9,73,110,848,7.71,8.11,0.399999999999999
"1639","Jordan Baker","KAN06",4,26,110,848,7.71,6.5,-1.21
"1640","Jordan Baker","LOS03",2,17,110,848,7.71,8.5,0.79
"1641","Jordan Baker","MIA02",3,9,110,848,7.71,3,-4.71
"1642","Jordan Baker","MIL06",4,51,110,848,7.71,12.75,5.04
"1643","Jordan Baker","MIN04",4,32,110,848,7.71,8,0.29
"1644","Jordan Baker","NYC20",3,20,110,848,7.71,6.67,-1.04
"1645","Jordan Baker","NYC21",4,12,110,848,7.71,3,-4.71
"1646","Jordan Baker","OAK01",5,43,110,848,7.71,8.6,0.89
"1647","Jordan Baker","PHI13",4,40,110,848,7.71,10,2.29
"1648","Jordan Baker","PHO01",2,9,110,848,7.71,4.5,-3.21
"1649","Jordan Baker","PIT08",2,13,110,848,7.71,6.5,-1.21
"1650","Jordan Baker","SAN02",4,37,110,848,7.71,9.25,1.54
"1651","Jordan Baker","SEA03",5,32,110,848,7.71,6.4,-1.31
"1652","Jordan Baker","SFO03",4,31,110,848,7.71,7.75,0.04
"1653","Jordan Baker","STL10",4,18,110,848,7.71,4.5,-3.21
"1654","Jordan Baker","STP01",2,16,110,848,7.71,8,0.29
"1655","Jordan Baker","TOR02",6,53,110,848,7.71,8.83,1.12
"1656","Jordan Baker","WAS11",3,17,110,848,7.71,5.67,-2.04
"1657","Kerwin Danley","ANA01",8,51,176,1404,7.98,6.38,-1.6
"1658","Kerwin Danley","ARL02",7,49,176,1404,7.98,7,-0.98
"1659","Kerwin Danley","ATL02",6,37,176,1404,7.98,6.17,-1.81
"1660","Kerwin Danley","BAL12",7,82,176,1404,7.98,11.71,3.73
"1661","Kerwin Danley","BOS07",3,32,176,1404,7.98,10.67,2.69
"1662","Kerwin Danley","CHI11",5,56,176,1404,7.98,11.2,3.22
"1663","Kerwin Danley","CHI12",5,49,176,1404,7.98,9.8,1.82
"1664","Kerwin Danley","CIN09",9,63,176,1404,7.98,7,-0.98
"1665","Kerwin Danley","CLE08",5,54,176,1404,7.98,10.8,2.82
"1666","Kerwin Danley","DEN02",7,80,176,1404,7.98,11.43,3.45
"1667","Kerwin Danley","DET05",5,37,176,1404,7.98,7.4,-0.58
"1668","Kerwin Danley","HOU03",10,75,176,1404,7.98,7.5,-0.48
"1669","Kerwin Danley","KAN06",10,55,176,1404,7.98,5.5,-2.48
"1670","Kerwin Danley","LOS03",9,55,176,1404,7.98,6.11,-1.87
"1671","Kerwin Danley","MIA01",3,9,176,1404,7.98,3,-4.98
"1672","Kerwin Danley","MIA02",2,16,176,1404,7.98,8,0.0199999999999996
"1673","Kerwin Danley","MIL06",4,34,176,1404,7.98,8.5,0.52
"1674","Kerwin Danley","MIN04",2,18,176,1404,7.98,9,1.02
"1675","Kerwin Danley","NYC20",3,26,176,1404,7.98,8.67,0.69
"1676","Kerwin Danley","NYC21",4,30,176,1404,7.98,7.5,-0.48
"1677","Kerwin Danley","OAK01",6,55,176,1404,7.98,9.17,1.19
"1678","Kerwin Danley","PHI13",7,45,176,1404,7.98,6.43,-1.55
"1679","Kerwin Danley","PHO01",10,103,176,1404,7.98,10.3,2.32
"1680","Kerwin Danley","PIT08",4,30,176,1404,7.98,7.5,-0.48
"1681","Kerwin Danley","SAN02",6,45,176,1404,7.98,7.5,-0.48
"1682","Kerwin Danley","SEA03",7,55,176,1404,7.98,7.86,-0.12
"1683","Kerwin Danley","SFO03",8,48,176,1404,7.98,6,-1.98
"1684","Kerwin Danley","STL10",4,40,176,1404,7.98,10,2.02
"1685","Kerwin Danley","STP01",3,25,176,1404,7.98,8.33,0.35
"1686","Kerwin Danley","TOR02",3,21,176,1404,7.98,7,-0.98
"1687","Kerwin Danley","WAS11",4,29,176,1404,7.98,7.25,-0.73
"1688","Lance Barksdale","ANA01",4,34,184,1482,8.05,8.5,0.449999999999999
"1689","Lance Barksdale","ARL02",8,61,184,1482,8.05,7.62,-0.430000000000001
"1690","Lance Barksdale","ATL02",9,60,184,1482,8.05,6.67,-1.38
"1691","Lance Barksdale","BAL12",7,80,184,1482,8.05,11.43,3.38
"1692","Lance Barksdale","BOS07",4,39,184,1482,8.05,9.75,1.7
"1693","Lance Barksdale","CHI11",4,34,184,1482,8.05,8.5,0.449999999999999
"1694","Lance Barksdale","CHI12",4,26,184,1482,8.05,6.5,-1.55
"1695","Lance Barksdale","CIN09",7,48,184,1482,8.05,6.86,-1.19
"1696","Lance Barksdale","CLE08",6,43,184,1482,8.05,7.17,-0.880000000000001
"1697","Lance Barksdale","DEN02",5,62,184,1482,8.05,12.4,4.35
"1698","Lance Barksdale","DET05",5,45,184,1482,8.05,9,0.949999999999999
"1699","Lance Barksdale","HOU03",6,55,184,1482,8.05,9.17,1.12
"1700","Lance Barksdale","KAN06",9,96,184,1482,8.05,10.67,2.62
"1701","Lance Barksdale","LOS03",3,19,184,1482,8.05,6.33,-1.72
"1702","Lance Barksdale","MIA01",2,25,184,1482,8.05,12.5,4.45
"1703","Lance Barksdale","MIA02",5,45,184,1482,8.05,9,0.949999999999999
"1704","Lance Barksdale","MIL06",8,80,184,1482,8.05,10,1.95
"1705","Lance Barksdale","MIN04",4,36,184,1482,8.05,9,0.949999999999999
"1706","Lance Barksdale","NYC20",7,42,184,1482,8.05,6,-2.05
"1707","Lance Barksdale","NYC21",5,31,184,1482,8.05,6.2,-1.85
"1708","Lance Barksdale","OAK01",6,49,184,1482,8.05,8.17,0.119999999999999
"1709","Lance Barksdale","PHI13",8,53,184,1482,8.05,6.62,-1.43
"1710","Lance Barksdale","PHO01",7,68,184,1482,8.05,9.71,1.66
"1711","Lance Barksdale","PIT08",6,43,184,1482,8.05,7.17,-0.880000000000001
"1712","Lance Barksdale","SAN02",5,33,184,1482,8.05,6.6,-1.45
"1713","Lance Barksdale","SEA03",5,23,184,1482,8.05,4.6,-3.45
"1714","Lance Barksdale","SFO03",8,49,184,1482,8.05,6.12,-1.93
"1715","Lance Barksdale","STL10",7,46,184,1482,8.05,6.57,-1.48
"1716","Lance Barksdale","STP01",10,59,184,1482,8.05,5.9,-2.15
"1717","Lance Barksdale","TOR02",5,60,184,1482,8.05,12,3.95
"1718","Lance Barksdale","WAS11",5,38,184,1482,8.05,7.6,-0.450000000000001
"1719","Lance Barrett","ANA01",2,15,105,926,8.82,7.5,-1.32
"1720","Lance Barrett","ARL02",7,79,105,926,8.82,11.29,2.47
"1721","Lance Barrett","ATL02",1,11,105,926,8.82,11,2.18
"1722","Lance Barrett","BAL12",2,22,105,926,8.82,11,2.18
"1723","Lance Barrett","BOS07",2,17,105,926,8.82,8.5,-0.32
"1724","Lance Barrett","CHI11",4,27,105,926,8.82,6.75,-2.07
"1725","Lance Barrett","CHI12",8,72,105,926,8.82,9,0.18
"1726","Lance Barrett","CLE08",2,14,105,926,8.82,7,-1.82
"1727","Lance Barrett","DEN02",5,56,105,926,8.82,11.2,2.38
"1728","Lance Barrett","DET05",4,48,105,926,8.82,12,3.18
"1729","Lance Barrett","HOU03",3,26,105,926,8.82,8.67,-0.15
"1730","Lance Barrett","KAN06",3,21,105,926,8.82,7,-1.82
"1731","Lance Barrett","LOS03",3,22,105,926,8.82,7.33,-1.49
"1732","Lance Barrett","MIA02",4,31,105,926,8.82,7.75,-1.07
"1733","Lance Barrett","MIL06",2,21,105,926,8.82,10.5,1.68
"1734","Lance Barrett","MIN04",3,9,105,926,8.82,3,-5.82
"1735","Lance Barrett","NYC20",2,12,105,926,8.82,6,-2.82
"1736","Lance Barrett","NYC21",4,50,105,926,8.82,12.5,3.68
"1737","Lance Barrett","OAK01",3,33,105,926,8.82,11,2.18
"1738","Lance Barrett","PHI13",2,24,105,926,8.82,12,3.18
"1739","Lance Barrett","PHO01",5,50,105,926,8.82,10,1.18
"1740","Lance Barrett","PIT08",3,31,105,926,8.82,10.33,1.51
"1741","Lance Barrett","SAN02",6,40,105,926,8.82,6.67,-2.15
"1742","Lance Barrett","SEA03",6,52,105,926,8.82,8.67,-0.15
"1743","Lance Barrett","SFO03",5,34,105,926,8.82,6.8,-2.02
"1744","Lance Barrett","STL10",3,16,105,926,8.82,5.33,-3.49
"1745","Lance Barrett","STP01",4,29,105,926,8.82,7.25,-1.57
"1746","Lance Barrett","TOR02",5,44,105,926,8.82,8.8,-0.0199999999999996
"1747","Lance Barrett","WAS11",2,20,105,926,8.82,10,1.18
"1748","Larry Vanover","ANA01",8,74,189,1608,8.51,9.25,0.74
"1749","Larry Vanover","ARL02",4,36,189,1608,8.51,9,0.49
"1750","Larry Vanover","ATL02",9,77,189,1608,8.51,8.56,0.0500000000000007
"1751","Larry Vanover","BAL12",8,68,189,1608,8.51,8.5,-0.00999999999999979
"1752","Larry Vanover","BOS07",9,84,189,1608,8.51,9.33,0.82
"1753","Larry Vanover","CHI11",4,23,189,1608,8.51,5.75,-2.76
"1754","Larry Vanover","CHI12",7,60,189,1608,8.51,8.57,0.0600000000000005
"1755","Larry Vanover","CIN09",5,44,189,1608,8.51,8.8,0.290000000000001
"1756","Larry Vanover","CLE08",6,50,189,1608,8.51,8.33,-0.18
"1757","Larry Vanover","DEN02",6,82,189,1608,8.51,13.67,5.16
"1758","Larry Vanover","DET05",5,39,189,1608,8.51,7.8,-0.71
"1759","Larry Vanover","HOU03",4,41,189,1608,8.51,10.25,1.74
"1760","Larry Vanover","KAN06",3,32,189,1608,8.51,10.67,2.16
"1761","Larry Vanover","LOS03",6,52,189,1608,8.51,8.67,0.16
"1762","Larry Vanover","MIA01",3,37,189,1608,8.51,12.33,3.82
"1763","Larry Vanover","MIA02",5,29,189,1608,8.51,5.8,-2.71
"1764","Larry Vanover","MIL06",11,69,189,1608,8.51,6.27,-2.24
"1765","Larry Vanover","MIN04",7,53,189,1608,8.51,7.57,-0.94
"1766","Larry Vanover","NYC20",5,40,189,1608,8.51,8,-0.51
"1767","Larry Vanover","NYC21",9,78,189,1608,8.51,8.67,0.16
"1768","Larry Vanover","OAK01",8,67,189,1608,8.51,8.38,-0.129999999999999
"1769","Larry Vanover","PHI13",4,35,189,1608,8.51,8.75,0.24
"1770","Larry Vanover","PHO01",5,35,189,1608,8.51,7,-1.51
"1771","Larry Vanover","PIT08",5,42,189,1608,8.51,8.4,-0.109999999999999
"1772","Larry Vanover","SAN02",6,52,189,1608,8.51,8.67,0.16
"1773","Larry Vanover","SEA03",4,24,189,1608,8.51,6,-2.51
"1774","Larry Vanover","SFO03",5,34,189,1608,8.51,6.8,-1.71
"1775","Larry Vanover","STL10",10,83,189,1608,8.51,8.3,-0.209999999999999
"1776","Larry Vanover","STP01",7,55,189,1608,8.51,7.86,-0.649999999999999
"1777","Larry Vanover","TOR02",5,53,189,1608,8.51,10.6,2.09
"1778","Larry Vanover","WAS11",6,60,189,1608,8.51,10,1.49
"1779","Laz Diaz","ANA01",10,93,197,1706,8.66,9.3,0.640000000000001
"1780","Laz Diaz","ARL02",7,59,197,1706,8.66,8.43,-0.23
"1781","Laz Diaz","ATL02",5,43,197,1706,8.66,8.6,-0.0600000000000005
"1782","Laz Diaz","BAL12",12,122,197,1706,8.66,10.17,1.51
"1783","Laz Diaz","BOS07",6,60,197,1706,8.66,10,1.34
"1784","Laz Diaz","CHI11",6,36,197,1706,8.66,6,-2.66
"1785","Laz Diaz","CHI12",5,51,197,1706,8.66,10.2,1.54
"1786","Laz Diaz","CIN09",9,60,197,1706,8.66,6.67,-1.99
"1787","Laz Diaz","CLE08",7,73,197,1706,8.66,10.43,1.77
"1788","Laz Diaz","DEN02",3,26,197,1706,8.66,8.67,0.00999999999999979
"1789","Laz Diaz","DET05",4,35,197,1706,8.66,8.75,0.0899999999999999
"1790","Laz Diaz","HOU03",5,61,197,1706,8.66,12.2,3.54
"1791","Laz Diaz","KAN06",11,83,197,1706,8.66,7.55,-1.11
"1792","Laz Diaz","LOS03",10,86,197,1706,8.66,8.6,-0.0600000000000005
"1793","Laz Diaz","MIA01",3,14,197,1706,8.66,4.67,-3.99
"1794","Laz Diaz","MIA02",4,35,197,1706,8.66,8.75,0.0899999999999999
"1795","Laz Diaz","MIL06",8,62,197,1706,8.66,7.75,-0.91
"1796","Laz Diaz","MIN04",7,47,197,1706,8.66,6.71,-1.95
"1797","Laz Diaz","NYC20",8,72,197,1706,8.66,9,0.34
"1798","Laz Diaz","NYC21",4,26,197,1706,8.66,6.5,-2.16
"1799","Laz Diaz","OAK01",5,40,197,1706,8.66,8,-0.66
"1800","Laz Diaz","PHI13",3,28,197,1706,8.66,9.33,0.67
"1801","Laz Diaz","PHO01",4,54,197,1706,8.66,13.5,4.84
"1802","Laz Diaz","PIT08",7,68,197,1706,8.66,9.71,1.05
"1803","Laz Diaz","SAN02",8,65,197,1706,8.66,8.12,-0.540000000000001
"1804","Laz Diaz","SEA03",7,49,197,1706,8.66,7,-1.66
"1805","Laz Diaz","SFO03",6,48,197,1706,8.66,8,-0.66
"1806","Laz Diaz","STL10",4,34,197,1706,8.66,8.5,-0.16
"1807","Laz Diaz","STP01",8,69,197,1706,8.66,8.62,-0.0400000000000009
"1808","Laz Diaz","TOR02",6,59,197,1706,8.66,9.83,1.17
"1809","Laz Diaz","WAS11",5,48,197,1706,8.66,9.6,0.94
"1810","Manny Gonzalez","ANA01",5,34,130,1137,8.75,6.8,-1.95
"1811","Manny Gonzalez","ARL02",5,35,130,1137,8.75,7,-1.75
"1812","Manny Gonzalez","ATL02",4,44,130,1137,8.75,11,2.25
"1813","Manny Gonzalez","BAL12",3,27,130,1137,8.75,9,0.25
"1814","Manny Gonzalez","BOS07",6,54,130,1137,8.75,9,0.25
"1815","Manny Gonzalez","CHI11",4,48,130,1137,8.75,12,3.25
"1816","Manny Gonzalez","CHI12",5,33,130,1137,8.75,6.6,-2.15
"1817","Manny Gonzalez","CIN09",4,30,130,1137,8.75,7.5,-1.25
"1818","Manny Gonzalez","CLE08",3,27,130,1137,8.75,9,0.25
"1819","Manny Gonzalez","DEN02",3,39,130,1137,8.75,13,4.25
"1820","Manny Gonzalez","DET05",3,27,130,1137,8.75,9,0.25
"1821","Manny Gonzalez","HOU03",1,9,130,1137,8.75,9,0.25
"1822","Manny Gonzalez","KAN06",4,32,130,1137,8.75,8,-0.75
"1823","Manny Gonzalez","LOS03",5,50,130,1137,8.75,10,1.25
"1824","Manny Gonzalez","MIA02",3,22,130,1137,8.75,7.33,-1.42
"1825","Manny Gonzalez","MIL06",3,28,130,1137,8.75,9.33,0.58
"1826","Manny Gonzalez","MIN04",4,34,130,1137,8.75,8.5,-0.25
"1827","Manny Gonzalez","NYC20",8,53,130,1137,8.75,6.62,-2.13
"1828","Manny Gonzalez","NYC21",3,22,130,1137,8.75,7.33,-1.42
"1829","Manny Gonzalez","OAK01",5,33,130,1137,8.75,6.6,-2.15
"1830","Manny Gonzalez","PHI13",5,31,130,1137,8.75,6.2,-2.55
"1831","Manny Gonzalez","PHO01",7,71,130,1137,8.75,10.14,1.39
"1832","Manny Gonzalez","PIT08",8,42,130,1137,8.75,5.25,-3.5
"1833","Manny Gonzalez","SAN02",2,16,130,1137,8.75,8,-0.75
"1834","Manny Gonzalez","SEA03",4,53,130,1137,8.75,13.25,4.5
"1835","Manny Gonzalez","SFO03",7,88,130,1137,8.75,12.57,3.82
"1836","Manny Gonzalez","STL10",4,27,130,1137,8.75,6.75,-2
"1837","Manny Gonzalez","STP01",3,36,130,1137,8.75,12,3.25
"1838","Manny Gonzalez","TOR02",8,86,130,1137,8.75,10.75,2
"1839","Manny Gonzalez","WAS11",1,6,130,1137,8.75,6,-2.75
"1840","Marcus Pattillo","ARL02",1,12,19,146,7.68,12,4.32
"1841","Marcus Pattillo","CHI11",1,7,19,146,7.68,7,-0.68
"1842","Marcus Pattillo","CHI12",3,31,19,146,7.68,10.33,2.65
"1843","Marcus Pattillo","DEN02",1,12,19,146,7.68,12,4.32
"1844","Marcus Pattillo","HOU03",1,7,19,146,7.68,7,-0.68
"1845","Marcus Pattillo","KAN06",1,12,19,146,7.68,12,4.32
"1846","Marcus Pattillo","LOS03",1,5,19,146,7.68,5,-2.68
"1847","Marcus Pattillo","MIN04",1,7,19,146,7.68,7,-0.68
"1848","Marcus Pattillo","NYC21",1,9,19,146,7.68,9,1.32
"1849","Marcus Pattillo","PHI13",1,3,19,146,7.68,3,-4.68
"1850","Marcus Pattillo","SAN02",1,6,19,146,7.68,6,-1.68
"1851","Marcus Pattillo","SEA03",2,17,19,146,7.68,8.5,0.82
"1852","Marcus Pattillo","SFO03",1,6,19,146,7.68,6,-1.68
"1853","Marcus Pattillo","STL10",2,8,19,146,7.68,4,-3.68
"1854","Marcus Pattillo","TOR02",1,4,19,146,7.68,4,-3.68
"1855","Mark Carlson","ANA01",9,88,197,1706,8.66,9.78,1.12
"1856","Mark Carlson","ARL02",7,55,197,1706,8.66,7.86,-0.8
"1857","Mark Carlson","ATL02",5,39,197,1706,8.66,7.8,-0.86
"1858","Mark Carlson","BAL12",8,95,197,1706,8.66,11.88,3.22
"1859","Mark Carlson","BOS07",6,60,197,1706,8.66,10,1.34
"1860","Mark Carlson","CHI11",9,89,197,1706,8.66,9.89,1.23
"1861","Mark Carlson","CHI12",4,28,197,1706,8.66,7,-1.66
"1862","Mark Carlson","CIN09",7,43,197,1706,8.66,6.14,-2.52
"1863","Mark Carlson","CLE08",7,53,197,1706,8.66,7.57,-1.09
"1864","Mark Carlson","DEN02",10,109,197,1706,8.66,10.9,2.24
"1865","Mark Carlson","DET05",8,56,197,1706,8.66,7,-1.66
"1866","Mark Carlson","HOU03",7,40,197,1706,8.66,5.71,-2.95
"1867","Mark Carlson","KAN06",6,40,197,1706,8.66,6.67,-1.99
"1868","Mark Carlson","LOS03",8,71,197,1706,8.66,8.88,0.220000000000001
"1869","Mark Carlson","MIA01",3,32,197,1706,8.66,10.67,2.01
"1870","Mark Carlson","MIA02",5,57,197,1706,8.66,11.4,2.74
"1871","Mark Carlson","MIL06",6,66,197,1706,8.66,11,2.34
"1872","Mark Carlson","MIN04",3,40,197,1706,8.66,13.33,4.67
"1873","Mark Carlson","NYC20",6,43,197,1706,8.66,7.17,-1.49
"1874","Mark Carlson","NYC21",4,48,197,1706,8.66,12,3.34
"1875","Mark Carlson","OAK01",7,50,197,1706,8.66,7.14,-1.52
"1876","Mark Carlson","PHI13",10,83,197,1706,8.66,8.3,-0.359999999999999
"1877","Mark Carlson","PHO01",3,32,197,1706,8.66,10.67,2.01
"1878","Mark Carlson","PIT08",8,64,197,1706,8.66,8,-0.66
"1879","Mark Carlson","SAN02",7,45,197,1706,8.66,6.43,-2.23
"1880","Mark Carlson","SEA03",6,41,197,1706,8.66,6.83,-1.83
"1881","Mark Carlson","SFO03",5,20,197,1706,8.66,4,-4.66
"1882","Mark Carlson","STL10",6,47,197,1706,8.66,7.83,-0.83
"1883","Mark Carlson","STP01",3,20,197,1706,8.66,6.67,-1.99
"1884","Mark Carlson","TOR02",9,102,197,1706,8.66,11.33,2.67
"1885","Mark Carlson","WAS11",5,50,197,1706,8.66,10,1.34
"1886","Mark Lollo","CHI12",1,5,2,15,7.5,5,-2.5
"1887","Mark Lollo","CLE08",1,10,2,15,7.5,10,2.5
"1888","Mark Ripperger","ANA01",1,10,77,629,8.17,10,1.83
"1889","Mark Ripperger","ARL02",6,45,77,629,8.17,7.5,-0.67
"1890","Mark Ripperger","ATL02",5,32,77,629,8.17,6.4,-1.77
"1891","Mark Ripperger","BAL12",1,1,77,629,8.17,1,-7.17
"1892","Mark Ripperger","BOS07",3,33,77,629,8.17,11,2.83
"1893","Mark Ripperger","CHI11",1,6,77,629,8.17,6,-2.17
"1894","Mark Ripperger","CHI12",2,14,77,629,8.17,7,-1.17
"1895","Mark Ripperger","CIN09",1,3,77,629,8.17,3,-5.17
"1896","Mark Ripperger","CLE08",3,21,77,629,8.17,7,-1.17
